C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,02:00:00,REGULAR,0003861952,0001851030                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,06:00:00,REGULAR,0003861952,0001851038                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,10:00:00,REGULAR,0003861982,0001851294                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,14:00:00,REGULAR,0003862068,0001851445                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,18:00:00,REGULAR,0003862438,0001851595                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/15/2016,22:00:00,REGULAR,0003862626,0001851692                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,02:00:00,REGULAR,1308962631,0537191098                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,06:00:00,REGULAR,1308962632,0537191102                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,10:00:00,REGULAR,1308962646,0537191106                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,14:00:00,REGULAR,1308962675,0537191117                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,18:00:00,REGULAR,1308962741,0537191138                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/09/2016,22:00:00,REGULAR,1308962780,0537191154                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,02:00:00,REGULAR,1308962798,0537191160                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,06:00:00,REGULAR,1308962802,0537191164                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,10:00:00,REGULAR,1308962803,0537191167                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,14:00:00,REGULAR,1308962812,0537191178                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,18:00:00,REGULAR,1308962837,0537191186                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/10/2016,22:00:00,REGULAR,1308962853,0537191193                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,02:00:00,REGULAR,1308962863,0537191195                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,06:00:00,REGULAR,1308962865,0537191195                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,10:00:00,REGULAR,1308962891,0537191377                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,14:00:00,REGULAR,1308962954,0537191455                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,18:00:00,REGULAR,1308963299,0537191540                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/11/2016,22:00:00,REGULAR,1308963479,0537191576                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,02:00:00,REGULAR,1308963502,0537191581                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,06:00:00,REGULAR,1308963502,0537191586                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,10:00:00,REGULAR,1308963531,0537191768                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,14:00:00,REGULAR,1308963573,0537191863                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,18:00:00,REGULAR,1308963867,0537191930                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/12/2016,22:00:00,REGULAR,1308964073,0537191991                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,02:00:00,REGULAR,1308964097,0537192008                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,06:00:00,REGULAR,1308964098,0537192012                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,10:00:00,REGULAR,1308964127,0537192216                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,14:00:00,REGULAR,1308964191,0537192318                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,18:00:00,REGULAR,1308964489,0537192401                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/13/2016,22:00:00,REGULAR,1308964679,0537192449                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,02:00:00,REGULAR,1308964703,0537192460                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,06:00:00,REGULAR,1308964703,0537192465                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,10:00:00,REGULAR,1308964729,0537192643                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,14:00:00,REGULAR,1308964779,0537192755                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,18:00:00,REGULAR,1308965099,0537192842                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/14/2016,22:00:00,REGULAR,1308965301,0537192897                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,02:00:00,REGULAR,1308965318,0537192914                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,06:00:00,REGULAR,1308965322,0537192920                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,10:00:00,REGULAR,1308965350,0537193075                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,14:00:00,REGULAR,1308965421,0537193188                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,18:00:00,REGULAR,1308965787,0537193287                                       
A077,R028,03-03-01,FULTON ST,ACJZ2345,BMT,01/15/2016,22:00:00,REGULAR,1308965964,0537193328                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,02:00:00,REGULAR,1661444457,1141098853                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,06:00:00,REGULAR,1661444457,1141098855                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,10:00:00,REGULAR,1661444459,1141098861                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,14:00:00,REGULAR,1661444489,1141098867                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,18:00:00,REGULAR,1661444555,1141098881                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/09/2016,22:00:00,REGULAR,1661444594,1141098899                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,02:00:00,REGULAR,1661444602,1141098901                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,06:00:00,REGULAR,1661444604,1141098901                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,10:00:00,REGULAR,1661444605,1141098904                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,14:00:00,REGULAR,1661444609,1141098912                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,18:00:00,REGULAR,1661444621,1141098916                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/10/2016,22:00:00,REGULAR,1661444624,1141098919                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,02:00:00,REGULAR,1661444625,1141098923                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,06:00:00,REGULAR,1661444625,1141098925                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,10:00:00,REGULAR,1661444672,1141099133                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,14:00:00,REGULAR,1661444751,1141099213                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,18:00:00,REGULAR,1661445261,1141099264                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/11/2016,22:00:00,REGULAR,1661445549,1141099305                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,02:00:00,REGULAR,1661445571,1141099310                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,06:00:00,REGULAR,1661445572,1141099314                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,10:00:00,REGULAR,1661445626,1141099556                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,14:00:00,REGULAR,1661445736,1141099648                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,18:00:00,REGULAR,1661446214,1141099704                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/12/2016,22:00:00,REGULAR,1661446558,1141099743                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,02:00:00,REGULAR,1661446596,1141099756                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,06:00:00,REGULAR,1661446597,1141099757                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,10:00:00,REGULAR,1661446654,1141099988                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,14:00:00,REGULAR,1661446733,1141100065                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,18:00:00,REGULAR,1661447227,1141100130                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/13/2016,22:00:00,REGULAR,1661447579,1141100153                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,02:00:00,REGULAR,1661447602,1141100160                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,06:00:00,REGULAR,1661447604,1141100167                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,10:00:00,REGULAR,1661447667,1141100378                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,14:00:00,REGULAR,1661447738,1141100486                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,18:00:00,REGULAR,1661448214,1141100546                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/14/2016,22:00:00,REGULAR,1661448526,1141100574                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,02:00:00,REGULAR,1661448546,1141100581                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,06:00:00,REGULAR,1661448549,1141100584                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,10:00:00,REGULAR,1661448607,1141100805                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,14:00:00,REGULAR,1661448704,1141100904                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,18:00:00,REGULAR,1661449251,1141100962                                       
A077,R028,03-03-02,FULTON ST,ACJZ2345,BMT,01/15/2016,22:00:00,REGULAR,1661449540,1141100999                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,02:00:00,REGULAR,0000056692,0000328898                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,06:00:00,REGULAR,0000056693,0000328908                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,10:00:00,REGULAR,0000056694,0000328995                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,14:00:00,REGULAR,0000056700,0000329131                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,18:00:00,REGULAR,0000056703,0000329239                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,22:00:00,REGULAR,0000056706,0000329297                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,02:00:00,REGULAR,0000056707,0000329320                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,06:00:00,REGULAR,0000056707,0000329327                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,10:00:00,REGULAR,0000056707,0000329354                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,14:00:00,REGULAR,0000056707,0000329411                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,18:00:00,REGULAR,0000056707,0000329457                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,22:00:00,REGULAR,0000056708,0000329507                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,02:00:00,REGULAR,0000056708,0000329519                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,06:00:00,REGULAR,0000056708,0000329539                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,10:00:00,REGULAR,0000056716,0000329852                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,14:00:00,REGULAR,0000056734,0000329958                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,18:00:00,REGULAR,0000056780,0000330077                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,22:00:00,REGULAR,0000056799,0000330116                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,02:00:00,REGULAR,0000056800,0000330125                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,06:00:00,REGULAR,0000056800,0000330138                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,10:00:00,REGULAR,0000056806,0000330496                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,14:00:00,REGULAR,0000056837,0000330639                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,18:00:00,REGULAR,0000056877,0000330764                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,22:00:00,REGULAR,0000056896,0000330787                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,02:00:00,REGULAR,0000056902,0000330796                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,06:00:00,REGULAR,0000056902,0000330817                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,10:00:00,REGULAR,0000056917,0000331154                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,14:00:00,REGULAR,0000056944,0000331293                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,18:00:00,REGULAR,0000056972,0000331373                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,22:00:00,REGULAR,0000057003,0000331412                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,02:00:00,REGULAR,0000057004,0000331422                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,06:00:00,REGULAR,0000057004,0000331434                                       
A081,R028,04-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,10:00:00,REGULAR,0000057014,0000331760                                       
